Station Name,Date/Time (LST),Year,Month,Day,Hour,Temperature,Dew Point Temperature,Wind_Speed,Precipitation,Station Pressure,Humidity,Windchill
HAMILTON A,2018-01-02 07:00:00,2018,1,2,7,-14.0,-17.2,34,,99.91,77.0,-25.0
HAMILTON A,2018-01-02 08:00:00,2018,1,2,8,-14.5,-17.4,33,,99.84,79.0,-26.0
HAMILTON A,2018-01-02 09:00:00,2018,1,2,9,-13.8,-16.5,32,,99.77,80.0,-25.0
HAMILTON A,2018-01-02 10:00:00,2018,1,2,10,-12.0,-14.9,35,,99.7,79.0,-23.0
HAMILTON A,2018-01-02 11:00:00,2018,1,2,11,-11.1,-14.3,42,,99.68,77.0,-22.0
HAMILTON A,2018-01-02 12:00:00,2018,1,2,12,-10.6,-14.2,45,,99.56,75.0,-22.0
HAMILTON A,2018-01-02 13:00:00,2018,1,2,13,-9.4,-13.7,44,,99.46,71.0,-20.0
HAMILTON A,2018-01-02 14:00:00,2018,1,2,14,-9.1,-13.6,48,,99.4,70.0,-20.0
HAMILTON A,2018-01-02 15:00:00,2018,1,2,15,-9.1,-13.3,41,,99.41,72.0,-20.0
HAMILTON A,2018-01-02 18:00:00,2018,1,2,18,-9.6,-12.5,34,,99.36,80.0,-20.0
HAMILTON A,2018-01-02 19:00:00,2018,1,2,19,-9.8,-12.9,35,,99.37,79.0,-20.0
HAMILTON A,2018-01-02 20:00:00,2018,1,2,20,-10.2,-13.1,27,,99.34,80.0,-19.0
HAMILTON A,2018-01-02 21:00:00,2018,1,2,21,-10.6,-13.2,26,,99.28,81.0,-20.0
HAMILTON A,2018-01-02 22:00:00,2018,1,2,22,-11.2,-13.7,25,,99.24,82.0,-20.0
HAMILTON A,2018-01-02 23:00:00,2018,1,2,23,-12.1,-14.7,15,,99.23,81.0,-19.0
HAMILTON A,2018-01-03 00:00:00,2018,1,3,0,-12.8,-15.3,9,,99.19,81.0,-18.0
HAMILTON A,2018-01-03 01:00:00,2018,1,3,1,-10.7,-13.6,27,,99.11,79.0,-20.0
HAMILTON A,2018-01-03 02:00:00,2018,1,3,2,-10.7,-14.0,28,,99.08,77.0,-20.0
HAMILTON A,2018-01-03 03:00:00,2018,1,3,3,-10.6,-14.1,25,,99.06,76.0,-20.0
HAMILTON A,2018-01-03 04:00:00,2018,1,3,4,-10.6,-14.3,27,,99.04,75.0,-20.0
HAMILTON A,2018-01-03 05:00:00,2018,1,3,5,-9.8,-13.6,31,,98.97,74.0,-19.0
HAMILTON A,2018-01-03 06:00:00,2018,1,3,6,-9.6,-12.8,20,,98.96,77.0,-17.0
HAMILTON A,2018-01-03 07:00:00,2018,1,3,7,-11.0,-15.1,26,,98.96,72.0,-20.0
HAMILTON A,2018-01-03 08:00:00,2018,1,3,8,-11.0,-14.3,18,,98.94,77.0,-19.0
HAMILTON A,2018-01-03 09:00:00,2018,1,3,9,-10.7,-13.3,13,,98.88,81.0,-17.0
HAMILTON A,2018-01-03 10:00:00,2018,1,3,10,-9.0,-12.2,22,,98.84,78.0,-17.0
HAMILTON A,2018-01-03 11:00:00,2018,1,3,11,-8.0,-11.6,26,,98.78,76.0,-16.0
HAMILTON A,2018-01-03 12:00:00,2018,1,3,12,-7.8,-11.7,28,,98.7,74.0,-16.0
HAMILTON A,2018-01-03 13:00:00,2018,1,3,13,-7.7,-11.6,27,,98.6,74.0,-16.0
HAMILTON A,2018-01-03 14:00:00,2018,1,3,14,-7.9,-10.8,30,,98.52,79.0,-17.0
HAMILTON A,2018-01-03 15:00:00,2018,1,3,15,-7.8,-10.0,25,,98.47,84.0,-16.0
HAMILTON A,2018-01-03 16:00:00,2018,1,3,16,-7.9,-9.6,21,,98.46,87.0,-15.0
HAMILTON A,2018-01-03 17:00:00,2018,1,3,17,-7.7,-9.8,25,,98.47,84.0,-16.0
HAMILTON A,2018-01-03 18:00:00,2018,1,3,18,-7.8,-9.5,22,,98.55,88.0,-15.0
HAMILTON A,2018-01-03 19:00:00,2018,1,3,19,-8.3,-10.2,23,,98.61,86.0,-16.0
HAMILTON A,2018-01-03 20:00:00,2018,1,3,20,-9.2,-11.7,17,,98.62,83.0,-16.0
HAMILTON A,2018-01-03 21:00:00,2018,1,3,21,-10.0,-12.2,17,,98.59,84.0,-17.0
HAMILTON A,2018-01-03 22:00:00,2018,1,3,22,-10.2,-12.8,17,,98.56,81.0,-17.0
HAMILTON A,2018-01-03 23:00:00,2018,1,3,23,-10.5,-13.0,15,,98.52,82.0,-17.0
HAMILTON A,2018-01-04 00:00:00,2018,1,4,0,-10.4,-12.9,14,,98.57,82.0,-17.0
HAMILTON A,2018-01-04 01:00:00,2018,1,4,1,-10.5,-12.9,15,,98.49,82.0,-17.0
HAMILTON A,2018-01-04 02:00:00,2018,1,4,2,-10.6,-12.8,14,,98.52,84.0,-17.0
HAMILTON A,2018-01-04 03:00:00,2018,1,4,3,-10.6,-12.6,14,,98.52,86.0,-17.0
HAMILTON A,2018-01-04 04:00:00,2018,1,4,4,-10.8,-12.7,12,,98.44,87.0,-17.0
HAMILTON A,2018-01-04 05:00:00,2018,1,4,5,-10.7,-12.5,11,,98.43,87.0,-16.0
HAMILTON A,2018-01-04 06:00:00,2018,1,4,6,-11.9,-13.3,3,,98.51,90.0,-14.0
HAMILTON A,2018-01-04 07:00:00,2018,1,4,7,-12.0,-15.3,18,,98.51,77.0,-20.0
HAMILTON A,2018-01-04 08:00:00,2018,1,4,8,-12.9,-17.0,22,,98.5,71.0,-22.0
HAMILTON A,2018-01-04 09:00:00,2018,1,4,9,-13.0,-17.6,26,,98.43,69.0,-23.0
HAMILTON A,2018-01-04 10:00:00,2018,1,4,10,-12.7,-17.5,25,,98.38,68.0,-22.0
HAMILTON A,2018-01-04 11:00:00,2018,1,4,11,-12.0,-17.8,21,,98.39,62.0,-21.0
HAMILTON A,2018-01-04 12:00:00,2018,1,4,12,-12.1,-18.4,28,,98.39,60.0,-22.0
HAMILTON A,2018-01-04 13:00:00,2018,1,4,13,-11.9,-18.6,22,,98.37,58.0,-21.0
HAMILTON A,2018-01-04 14:00:00,2018,1,4,14,-12.3,-19.1,28,,98.33,58.0,-22.0
HAMILTON A,2018-01-04 15:00:00,2018,1,4,15,-13.0,-19.9,28,,98.33,57.0,-23.0
HAMILTON A,2018-01-04 16:00:00,2018,1,4,16,-13.8,-20.4,21,,98.37,58.0,-23.0
HAMILTON A,2018-01-04 17:00:00,2018,1,4,17,-15.6,-21.0,23,,98.41,64.0,-26.0
HAMILTON A,2018-01-04 18:00:00,2018,1,4,18,-16.7,-21.7,20,,98.41,66.0,-26.0
HAMILTON A,2018-01-04 19:00:00,2018,1,4,19,-17.1,-21.8,23,,98.45,67.0,-27.0
HAMILTON A,2018-01-04 20:00:00,2018,1,4,20,-17.2,-22.3,22,,98.47,65.0,-27.0
HAMILTON A,2018-01-04 21:00:00,2018,1,4,21,-17.3,-22.8,18,,98.48,63.0,-27.0
HAMILTON A,2018-01-04 22:00:00,2018,1,4,22,-17.2,-22.8,26,,98.47,63.0,-28.0
HAMILTON A,2018-01-04 23:00:00,2018,1,4,23,-17.7,-22.8,25,,98.5,65.0,-29.0
HAMILTON A,2018-01-05 00:00:00,2018,1,5,0,-18.2,-22.9,19,,98.51,67.0,-28.0
HAMILTON A,2018-01-05 01:00:00,2018,1,5,1,-18.7,-23.2,19,,98.53,68.0,-29.0
HAMILTON A,2018-01-05 02:00:00,2018,1,5,2,-19.1,-23.7,16,,98.57,67.0,-28.0
HAMILTON A,2018-01-05 03:00:00,2018,1,5,3,-19.6,-23.8,15,,98.62,69.0,-29.0
HAMILTON A,2018-01-05 04:00:00,2018,1,5,4,-19.9,-24.1,11,,98.64,70.0,-28.0
HAMILTON A,2018-01-05 05:00:00,2018,1,5,5,-20.1,-24.2,15,,98.66,70.0,-29.0
HAMILTON A,2018-01-05 06:00:00,2018,1,5,6,-20.9,-24.5,9,,98.71,73.0,-28.0
HAMILTON A,2018-01-05 07:00:00,2018,1,5,7,-20.6,-24.3,11,,98.78,73.0,-28.0
HAMILTON A,2018-01-05 08:00:00,2018,1,5,8,-20.4,-24.7,14,,98.84,69.0,-29.0
HAMILTON A,2018-01-05 09:00:00,2018,1,5,9,-20.8,-24.8,10,,98.89,71.0,-28.0
HAMILTON A,2018-01-05 10:00:00,2018,1,5,10,-18.6,-24.6,16,,98.94,60.0,-28.0
HAMILTON A,2018-01-05 11:00:00,2018,1,5,11,-17.5,-24.4,24,,98.99,56.0,-28.0
HAMILTON A,2018-01-05 12:00:00,2018,1,5,12,-16.6,-24.1,21,,98.97,53.0,-26.0
HAMILTON A,2018-01-05 13:00:00,2018,1,5,13,-16.3,-24.3,24,,98.95,51.0,-27.0
HAMILTON A,2018-01-05 14:00:00,2018,1,5,14,-16.3,-24.4,35,,98.99,51.0,-29.0
HAMILTON A,2018-01-05 15:00:00,2018,1,5,15,-16.4,-24.1,29,,99.03,52.0,-28.0
HAMILTON A,2018-01-05 16:00:00,2018,1,5,16,-16.6,-24.0,30,,99.11,54.0,-28.0
HAMILTON A,2018-01-05 17:00:00,2018,1,5,17,-17.5,-23.8,19,,99.15,58.0,-27.0
HAMILTON A,2018-01-05 18:00:00,2018,1,5,18,-18.3,-23.6,13,,99.22,64.0,-26.0
HAMILTON A,2018-01-05 19:00:00,2018,1,5,19,-19.6,-24.0,12,,99.27,69.0,-28.0
HAMILTON A,2018-01-05 20:00:00,2018,1,5,20,-19.6,-23.6,14,,99.3,71.0,-28.0
HAMILTON A,2018-01-05 21:00:00,2018,1,5,21,-20.1,-23.1,8,,99.31,78.0,-26.0
HAMILTON A,2018-01-05 22:00:00,2018,1,5,22,-19.2,-22.3,5,,99.32,77.0,-23.0
HAMILTON A,2018-01-05 23:00:00,2018,1,5,23,-18.4,-22.7,18,,99.32,70.0,-28.0
HAMILTON A,2018-01-06 21:00:00,2018,1,6,21,-21.4,-24.2,9,,100.46,78.0,-28.0
HAMILTON A,2018-01-06 00:00:00,2018,1,6,0,-19.4,-24.0,17,,99.33,67.0,-29.0
HAMILTON A,2018-01-06 01:00:00,2018,1,6,1,-20.3,-24.7,12,,99.39,69.0,-28.0
HAMILTON A,2018-01-06 02:00:00,2018,1,6,2,-21.0,-25.4,10,,99.47,68.0,-28.0
HAMILTON A,2018-01-06 03:00:00,2018,1,6,3,-21.9,-25.8,9,,99.57,71.0,-29.0
HAMILTON A,2018-01-06 04:00:00,2018,1,6,4,-23.1,-26.2,9,,99.61,76.0,-30.0
HAMILTON A,2018-01-06 05:00:00,2018,1,6,5,-23.8,-26.4,10,,99.66,79.0,-32.0
HAMILTON A,2018-01-06 06:00:00,2018,1,6,6,-23.6,-26.1,10,,99.72,80.0,-32.0
HAMILTON A,2018-01-06 07:00:00,2018,1,6,7,-23.4,-26.4,14,,99.78,77.0,-33.0
HAMILTON A,2018-01-06 08:00:00,2018,1,6,8,-23.6,-26.5,14,,99.86,77.0,-33.0
HAMILTON A,2018-01-06 09:00:00,2018,1,6,9,-22.3,-25.7,12,,99.95,74.0,-31.0
HAMILTON A,2018-01-06 10:00:00,2018,1,6,10,-19.8,-25.2,17,,100.05,63.0,-29.0
HAMILTON A,2018-01-06 11:00:00,2018,1,6,11,-18.3,-24.8,17,,100.1,57.0,-28.0
HAMILTON A,2018-01-06 12:00:00,2018,1,6,12,-16.9,-24.5,21,,100.11,52.0,-27.0
HAMILTON A,2018-01-06 13:00:00,2018,1,6,13,-16.5,-24.7,22,,100.11,50.0,-27.0
HAMILTON A,2018-01-06 14:00:00,2018,1,6,14,-16.2,-24.9,23,,100.12,48.0,-26.0
HAMILTON A,2018-01-06 15:00:00,2018,1,6,15,-16.1,-24.5,14,,100.2,49.0,-24.0
HAMILTON A,2018-01-06 16:00:00,2018,1,6,16,-16.4,-25.0,16,,100.29,48.0,-25.0
HAMILTON A,2018-01-06 17:00:00,2018,1,6,17,-17.4,-24.9,10,,100.36,53.0,-24.0
HAMILTON A,2018-01-06 18:00:00,2018,1,6,18,-18.5,-24.8,7,,100.39,59.0,-24.0
HAMILTON A,2018-01-06 19:00:00,2018,1,6,19,-20.4,-24.7,8,,100.42,69.0,-27.0
HAMILTON A,2018-01-06 20:00:00,2018,1,6,20,-20.2,-23.9,6,,100.44,72.0,-25.0
HAMILTON A,2018-01-06 22:00:00,2018,1,6,22,-22.1,-24.5,9,,100.44,81.0,-29.0
HAMILTON A,2018-01-06 23:00:00,2018,1,6,23,-22.7,-24.8,8,,100.45,83.0,-29.0
HAMILTON A,2018-01-07 00:00:00,2018,1,7,0,-23.4,-25.4,10,,100.43,84.0,-31.0
HAMILTON A,2018-01-07 01:00:00,2018,1,7,1,-22.8,-24.6,9,,100.39,85.0,-30.0
HAMILTON A,2018-01-07 02:00:00,2018,1,7,2,-22.4,-24.2,8,,100.35,86.0,-29.0
HAMILTON A,2018-01-07 03:00:00,2018,1,7,3,-22.0,-23.8,8,,100.32,85.0,-29.0
HAMILTON A,2018-01-07 04:00:00,2018,1,7,4,-22.4,-24.5,8,,100.28,84.0,-29.0
HAMILTON A,2018-01-07 05:00:00,2018,1,7,5,-21.8,-24.2,9,,100.27,82.0,-29.0
HAMILTON A,2018-01-07 06:00:00,2018,1,7,6,-22.2,-24.7,9,,100.26,80.0,-29.0
HAMILTON A,2018-01-07 07:00:00,2018,1,7,7,-21.2,-23.7,14,,100.21,80.0,-30.0
HAMILTON A,2018-01-07 08:00:00,2018,1,7,8,-16.9,-19.5,23,,100.14,81.0,-27.0
HAMILTON A,2018-01-07 09:00:00,2018,1,7,9,-14.7,-17.4,21,,100.09,80.0,-24.0
HAMILTON A,2018-01-07 10:00:00,2018,1,7,10,-13.0,-16.6,31,,99.98,75.0,-24.0
HAMILTON A,2018-01-07 11:00:00,2018,1,7,11,-11.2,-16.0,37,,99.9,68.0,-22.0
HAMILTON A,2018-01-07 12:00:00,2018,1,7,12,-11.1,-16.2,32,,99.69,66.0,-21.0
HAMILTON A,2018-01-07 13:00:00,2018,1,7,13,-10.9,-15.9,32,,99.53,67.0,-21.0
HAMILTON A,2018-01-07 14:00:00,2018,1,7,14,-10.5,-15.1,36,,99.36,69.0,-21.0
HAMILTON A,2018-01-07 15:00:00,2018,1,7,15,-9.3,-14.9,32,,99.22,64.0,-19.0
HAMILTON A,2018-01-07 16:00:00,2018,1,7,16,-8.6,-15.3,38,,99.13,58.0,-19.0
HAMILTON A,2018-01-07 17:00:00,2018,1,7,17,-8.2,-12.9,35,,99.04,69.0,-18.0
HAMILTON A,2018-01-07 18:00:00,2018,1,7,18,-7.4,-10.9,35,,99.01,76.0,-17.0
HAMILTON A,2018-01-07 19:00:00,2018,1,7,19,-6.1,-11.1,34,,98.93,68.0,-15.0
HAMILTON A,2018-01-07 20:00:00,2018,1,7,20,-5.0,-11.0,35,,98.87,63.0,-14.0
HAMILTON A,2018-01-07 21:00:00,2018,1,7,21,-4.2,-11.0,27,,98.82,59.0,-12.0
HAMILTON A,2018-01-07 22:00:00,2018,1,7,22,-3.3,-10.2,36,,98.77,59.0,-11.0
HAMILTON A,2018-01-07 23:00:00,2018,1,7,23,-2.5,-9.0,46,,98.68,61.0,-11.0
HAMILTON A,2018-01-08 00:00:00,2018,1,8,0,-2.9,-5.4,43,,98.66,83.0,-12.0
HAMILTON A,2018-01-08 01:00:00,2018,1,8,1,-2.7,-4.4,43,,98.65,89.0,-11.0
HAMILTON A,2018-01-08 02:00:00,2018,1,8,2,-2.9,-3.9,34,,98.61,93.0,-11.0
HAMILTON A,2018-01-08 03:00:00,2018,1,8,3,-3.2,-4.3,28,,98.56,92.0,-10.0
HAMILTON A,2018-01-08 04:00:00,2018,1,8,4,-3.2,-4.2,31,,98.47,93.0,-11.0
HAMILTON A,2018-01-08 05:00:00,2018,1,8,5,-3.2,-4.2,31,,98.36,93.0,-11.0
HAMILTON A,2018-01-08 06:00:00,2018,1,8,6,-2.6,-3.5,28,,98.28,94.0,-10.0
HAMILTON A,2018-01-08 07:00:00,2018,1,8,7,-1.8,-2.4,30,,98.18,95.0,-9.0
HAMILTON A,2018-01-08 08:00:00,2018,1,8,8,-1.4,-1.9,34,,98.1,96.0,-9.0
HAMILTON A,2018-01-08 09:00:00,2018,1,8,9,-0.5,-1.2,36,,98.07,95.0,-8.0
HAMILTON A,2018-01-08 10:00:00,2018,1,8,10,0.6,-0.5,37,,98.11,92.0,
HAMILTON A,2018-01-08 11:00:00,2018,1,8,11,0.6,-0.4,40,,98.12,93.0,
HAMILTON A,2018-01-08 12:00:00,2018,1,8,12,0.9,-0.4,42,,98.04,91.0,
HAMILTON A,2018-01-08 13:00:00,2018,1,8,13,0.9,-0.5,33,,98.08,91.0,
HAMILTON A,2018-01-08 14:00:00,2018,1,8,14,0.8,-0.3,27,,98.11,92.0,
HAMILTON A,2018-01-08 15:00:00,2018,1,8,15,0.8,0.0,26,,98.13,95.0,
HAMILTON A,2018-01-08 16:00:00,2018,1,8,16,1.0,-0.2,30,,98.17,92.0,
HAMILTON A,2018-01-08 17:00:00,2018,1,8,17,1.1,-0.5,23,,98.19,89.0,
HAMILTON A,2018-01-08 18:00:00,2018,1,8,18,1.0,-0.8,26,,98.28,87.0,
HAMILTON A,2018-01-08 19:00:00,2018,1,8,19,1.0,-1.0,28,,98.33,87.0,
HAMILTON A,2018-01-08 20:00:00,2018,1,8,20,1.0,-1.0,28,,98.38,87.0,
HAMILTON A,2018-01-08 21:00:00,2018,1,8,21,1.0,-1.0,27,,98.42,87.0,
HAMILTON A,2018-01-08 22:00:00,2018,1,8,22,0.8,-1.4,24,,98.43,86.0,
HAMILTON A,2018-01-08 23:00:00,2018,1,8,23,0.6,-1.5,23,,98.53,86.0,
HAMILTON A,2018-01-09 00:00:00,2018,1,9,0,1.0,-3.0,17,,98.61,75.0,
HAMILTON A,2018-01-09 01:00:00,2018,1,9,1,0.6,-4.2,24,,98.68,70.0,
HAMILTON A,2018-01-09 02:00:00,2018,1,9,2,0.2,-4.9,21,,98.74,68.0,
HAMILTON A,2018-01-09 03:00:00,2018,1,9,3,-0.3,-4.6,21,,98.84,73.0,-6.0
HAMILTON A,2018-01-09 04:00:00,2018,1,9,4,-0.6,-3.5,26,,98.91,81.0,-7.0
HAMILTON A,2018-01-09 05:00:00,2018,1,9,5,-1.6,-3.9,17,,98.97,84.0,-7.0
HAMILTON A,2018-01-09 06:00:00,2018,1,9,6,-2.7,-4.4,14,,99.07,88.0,-8.0
HAMILTON A,2018-01-09 07:00:00,2018,1,9,7,-2.9,-4.4,15,,99.16,89.0,-8.0
HAMILTON A,2018-01-09 08:00:00,2018,1,9,8,-2.9,-4.5,14,,99.27,89.0,-8.0
HAMILTON A,2018-01-09 09:00:00,2018,1,9,9,-3.2,-4.7,12,,99.37,90.0,-8.0
HAMILTON A,2018-01-09 10:00:00,2018,1,9,10,-2.7,-5.0,13,,99.47,84.0,-7.0
HAMILTON A,2018-01-09 11:00:00,2018,1,9,11,-1.8,-7.2,19,,99.54,67.0,-7.0
HAMILTON A,2018-01-09 12:00:00,2018,1,9,12,-1.5,-7.1,18,,99.54,66.0,-7.0
HAMILTON A,2018-01-09 13:00:00,2018,1,9,13,-1.6,-7.3,23,,99.56,65.0,-8.0
HAMILTON A,2018-01-09 14:00:00,2018,1,9,14,-1.5,-7.3,23,,99.61,65.0,-8.0
HAMILTON A,2018-01-09 15:00:00,2018,1,9,15,-1.7,-6.7,19,,99.65,69.0,-7.0
HAMILTON A,2018-01-09 16:00:00,2018,1,9,16,-1.6,-7.6,16,,99.72,64.0,-7.0
HAMILTON A,2018-01-09 17:00:00,2018,1,9,17,-2.3,-7.2,9,,99.77,69.0,-6.0
HAMILTON A,2018-01-09 18:00:00,2018,1,9,18,-2.3,-7.5,4,,99.82,68.0,-4.0
HAMILTON A,2018-01-09 19:00:00,2018,1,9,19,-3.1,-7.0,7,,99.88,74.0,-6.0
HAMILTON A,2018-01-09 20:00:00,2018,1,9,20,-3.2,-6.9,7,,99.89,76.0,-6.0
HAMILTON A,2018-01-09 21:00:00,2018,1,9,21,-3.7,-7.5,3,,99.89,75.0,-5.0
HAMILTON A,2018-01-09 22:00:00,2018,1,9,22,-4.7,-7.3,0,,99.88,82.0,
HAMILTON A,2018-01-09 23:00:00,2018,1,9,23,-5.8,-7.6,3,,99.92,87.0,-7.0
HAMILTON A,2018-01-10 00:00:00,2018,1,10,0,-7.6,-9.9,8,,99.89,84.0,-12.0
HAMILTON A,2018-01-10 01:00:00,2018,1,10,1,-7.7,-8.4,4,,99.9,95.0,-10.0
HAMILTON A,2018-01-10 02:00:00,2018,1,10,2,-8.2,-9.6,7,,99.89,90.0,-12.0
HAMILTON A,2018-01-10 03:00:00,2018,1,10,3,-6.6,-8.9,11,,99.83,84.0,-12.0
HAMILTON A,2018-01-10 04:00:00,2018,1,10,4,-7.8,-8.6,4,,99.75,94.0,-10.0
HAMILTON A,2018-01-10 05:00:00,2018,1,10,5,-7.8,-8.2,7,,99.7,97.0,-11.0
HAMILTON A,2018-01-10 06:00:00,2018,1,10,6,-7.7,-8.1,9,,99.63,97.0,-12.0
HAMILTON A,2018-01-10 07:00:00,2018,1,10,7,-7.6,-8.2,8,,99.59,96.0,-12.0
HAMILTON A,2018-01-10 08:00:00,2018,1,10,8,-8.1,-9.2,11,,99.52,92.0,-13.0
HAMILTON A,2018-01-10 09:00:00,2018,1,10,9,-6.3,-7.1,11,,99.51,94.0,-11.0
HAMILTON A,2018-01-10 10:00:00,2018,1,10,10,-5.2,-6.1,8,,99.51,93.0,-9.0
HAMILTON A,2018-01-10 11:00:00,2018,1,10,11,-2.9,-4.8,10,,99.37,86.0,-7.0
HAMILTON A,2018-01-10 12:00:00,2018,1,10,12,-0.4,-3.8,10,,99.25,77.0,-4.0
HAMILTON A,2018-01-10 13:00:00,2018,1,10,13,0.4,-3.5,10,,99.1,75.0,
HAMILTON A,2018-01-10 14:00:00,2018,1,10,14,1.4,-1.6,11,,98.95,80.0,
HAMILTON A,2018-01-10 15:00:00,2018,1,10,15,0.8,0.3,8,,98.91,97.0,
HAMILTON A,2018-01-10 16:00:00,2018,1,10,16,0.6,0.5,5,,98.88,99.0,
HAMILTON A,2018-01-10 17:00:00,2018,1,10,17,0.1,0.0,8,,98.82,99.0,
HAMILTON A,2018-01-10 18:00:00,2018,1,10,18,0.3,0.2,5,,98.79,100.0,
HAMILTON A,2018-01-10 19:00:00,2018,1,10,19,3.4,3.4,18,,98.78,100.0,
HAMILTON A,2018-01-10 20:00:00,2018,1,10,20,4.3,2.9,21,,98.8,91.0,
HAMILTON A,2018-01-10 21:00:00,2018,1,10,21,4.5,3.0,22,,98.79,90.0,
HAMILTON A,2018-01-10 22:00:00,2018,1,10,22,4.9,2.8,26,,98.76,86.0,
HAMILTON A,2018-01-10 23:00:00,2018,1,10,23,5.3,2.6,25,,98.76,83.0,
HAMILTON RBG CS,2018-01-10 12:00:00,2018,1,10,12,-0.3,-4.1,6,0.0,100.89,75.0,-2.0
HAMILTON RBG CS,2018-01-10 13:00:00,2018,1,10,13,0.2,-3.6,4,0.0,100.73,76.0,
HAMILTON RBG CS,2018-01-10 14:00:00,2018,1,10,14,0.2,-2.6,5,0.0,100.58,82.0,
HAMILTON RBG CS,2018-01-10 15:00:00,2018,1,10,15,-0.4,-0.6,3,0.2,100.55,99.0,-1.0
HAMILTON RBG CS,2018-01-10 16:00:00,2018,1,10,16,-0.4,-0.4,4,1.4,100.52,100.0,-2.0
HAMILTON RBG CS,2018-01-10 17:00:00,2018,1,10,17,0.0,,0,0.2,100.46,,
HAMILTON RBG CS,2018-01-10 18:00:00,2018,1,10,18,0.1,,0,0.0,100.42,,
HAMILTON RBG CS,2018-01-10 19:00:00,2018,1,10,19,0.2,,3,0.0,100.4,,
HAMILTON RBG CS,2018-01-10 20:00:00,2018,1,10,20,0.3,,0,0.0,100.4,,
HAMILTON RBG CS,2018-01-10 21:00:00,2018,1,10,21,0.4,,0,0.0,100.38,,
